Store,Dry_Grocery,Dairy,Frozen_Food,Meat,Produce,Floral,Deli,Bakery,General_Merchandise,Segment,Address,City,State,Zip,Type
S0001,0.46134725619100525,0.10308371113511718,0.07719924550832115,0.10767740754442728,0.09717103937755388,0.006769432845628125,0.04354992809286249,0.03554387620771675,0.06765810309736807,2,1000 W El Norte Pkwy,Escondido,CA,92027,Existing
S0002,0.457527949083223,0.10638761482782284,0.07884092953301541,0.11490345386333736,0.10125939844897328,0.0074380588209239824,0.039792417550009146,0.029701527508053643,0.06414865036464137,2,12419 Woodside Ave,Lakeside,CA,92040,Existing
S0003,0.42134909097603385,0.1023562771550293,0.06902749518811045,0.11471273747734514,0.12539881009397175,0.009631392662512278,0.041760801083574425,0.03610802039853096,0.07965537496489176,1,1342 N Alvarado St,Los Angeles,CA,90026,Existing
S0004,0.4545598427548777,0.09711101841421285,0.0802771438209139,0.12772765516035833,0.10040921500382288,0.006119628402345945,0.04178524488949095,0.034468710257343244,0.057541541296634226,2,671 S Rancho Santa Fe Rd,San Marcos,CA,92078,Existing
S0005,0.4401687513264201,0.10626808871187157,0.0863385221704154,0.10186326152142094,0.1311120514800841,0.008877250431158506,0.035389214344651365,0.022606860969560272,0.06737599904441785,1,1430 S Fairfax Ave,Los Angeles,CA,90019,Existing
S0006,0.4598351540557029,0.09860922045739744,0.07444313499257114,0.10691591313500763,0.10178202896743592,0.008265039176692036,0.04630886989129037,0.03541688993771933,0.06842374938618329,2,9643 Mission Gorge Rd,Santee,CA,92071,Existing
S0007,0.44208679782917026,0.10213495780050011,0.08916985207465948,0.11513459312441028,0.10344684308253024,0.007838333785927394,0.04629765893631203,0.03017637220299203,0.06371459116349822,2,820 Arneill Rd,Camarillo,CA,93010,Existing
S0008,0.42845685434060715,0.10873213326243514,0.08032146381500906,0.10687772907646381,0.12369635501380177,0.007858795999693066,0.03262265753622492,0.02239774151464815,0.08903626944111695,1,3461 W 3rd St,Los Angeles,CA,90020,Existing
S0009,0.44225226895361236,0.1003761186806092,0.07705136300381078,0.11890801219752577,0.10350748938662813,0.0072882560357416405,0.044203936522349566,0.025756341095532105,0.08065621412419038,2,4033 W Avenue L,Lancaster,CA,93536,Existing
S0010,0.4314453516536987,0.11496155056377877,0.08034174230392724,0.10714830085790018,0.1216288358220014,0.010383022315317177,0.03709895027057433,0.038051366804839934,0.058940879407962214,1,1040 Coast Village Rd,Montecito,CA,93108,Existing
S0011,0.4537933809199707,0.09398428355913858,0.07188150744268615,0.12144254940253947,0.09846672430654935,0.007896395661083045,0.04871678336237514,0.032440844706326806,0.07137753063933068,2,3251 De Forest Cir Ste A,Mira Loma,CA,91752,Existing
S0012,0.4659987686351062,0.0972651219234045,0.07435735825240371,0.11439061785477496,0.09431474349332847,0.006825037139992122,0.04506609245284006,0.018591681158939017,0.08319057908921111,0,1124 W Ocean Ave,Lompoc,CA,93436,Existing
S0013,0.4455491982165768,0.09072232031595909,0.07535239695284472,0.11404829650988593,0.09266137003250871,0.00791171794016964,0.046276595765458166,0.03428059929676683,0.09319750496983016,0,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing
S0014,0.4443732748377763,0.09776808037210676,0.07718514054409943,0.09869682584508034,0.10684908170965128,0.010659684666936,0.03492663855549726,0.020548902740350598,0.1089923707285019,0,3901 Portola Pkwy,Irvine,CA,92620,Existing
S0015,0.44796799889074407,0.09876554572046768,0.07786880362814882,0.09998999736510043,0.10497471380768177,0.007685474179413522,0.034977142912695124,0.025105510094482957,0.10266481340126574,0,10675 Scripps Poway Pkwy,San Diego,CA,92131,Existing
S0016,0.4772396197432076,0.0914353402378919,0.07806357741187711,0.11008716271195713,0.08846903429077456,0.006251666184262635,0.04605237092888693,0.028720040089039802,0.07368118840210232,2,1201 Avocado Ave,El Cajon,CA,92020,Existing
S0017,0.4381169932735053,0.10013316068942514,0.07877731017106739,0.09769930458964751,0.13366286988164258,0.013389976348732763,0.04085695712174375,0.02823892099530481,0.06912450692893068,1,30252 Crown Valley Pkwy,Laguna Niguel,CA,92677,Existing
S0018,0.4528482130752889,0.09882723891589945,0.07901662147073338,0.10606165251220338,0.10902168509239271,0.00931750366199868,0.04302374202622965,0.0349657931584203,0.06691755008683342,2,10001 Paramount Blvd,Downey,CA,90240,Existing
S0019,0.4827126130870872,0.09746628588518987,0.07788116026302677,0.11162444745343571,0.09479953885736081,0.005755300737081222,0.032457670667924286,0.01959281939765591,0.07771016365123838,0,17390 Main St,Hesperia,CA,92345,Existing
S0020,0.45877830318251134,0.10714186879798318,0.0778717048351563,0.10846903079801462,0.10910394130421466,0.008394955291334025,0.03815257876502253,0.029436332722554397,0.06265128430320886,2,850 Linden Ave,Carpinteria,CA,93013,Existing
S0021,0.4328332346005132,0.12218983177961448,0.08645292744130066,0.08619789361651899,0.14800299628432662,0.008950739978453798,0.03657883478341958,0.02816566257617136,0.050627878939681265,1,1311 Wilshire Blvd,Santa Monica,CA,90403,Existing
S0022,0.47050343146349843,0.09662836409031343,0.07594843737232274,0.10609859967613937,0.09215284343767631,0.008661283331720065,0.043142140303506965,0.034052737164970294,0.07281216315985267,2,13438 Poway Rd,Poway,CA,92064,Existing
S0023,0.4366467147093356,0.10865150793528365,0.08432242030499881,0.10959789212195957,0.10705071305476893,0.009483910712386277,0.03833570645067821,0.036188992949498726,0.06972214176109036,1,5922 Edinger Ave,Huntington Beach,CA,92649,Existing
S0024,0.45511040875862396,0.10400528926427452,0.08214125767276292,0.1048358749805166,0.11049811128051464,0.005391508238634095,0.041130919778285514,0.022954685390535606,0.0739319446358521,2,15740 La Forge St,Whittier,CA,90603,Existing
S0025,0.4620417389073531,0.10467268443724026,0.07962882908826155,0.10494411459771733,0.11170564267995903,0.005304030594583132,0.04228257772746559,0.030706471402929588,0.058713910564490435,2,2684 N Tustin St,Orange,CA,92865,Existing
S0026,0.4576691236563833,0.10538848973061903,0.07842366540799411,0.09988349303223375,0.11366481264009518,0.008333773029467422,0.037657889662654855,0.030563965245641565,0.06841478759491071,1,2039 Verdugo Blvd,Montrose,CA,91020,Existing
S0027,0.4466847306841612,0.10403011679242691,0.07764256471941336,0.09939018748029688,0.13224450173456703,0.01625443459957255,0.029722833208242868,0.023370460815232037,0.07066016996608723,1,29211 Heathercliff Rd,Malibu,CA,90265,Existing
S0028,0.45298059940100005,0.10323747230879572,0.07896146086851163,0.11914371309465793,0.11652894939572064,0.0035318278110410117,0.037298052756270635,0.030145778856899293,0.05817214550710296,2,24160 Lyons Ave,Newhall,CA,91321,Existing
S0029,0.4412639502065245,0.09942494972926254,0.07296093179734937,0.1315448983357089,0.09919251424247078,0.006219581478067799,0.042865390355421584,0.017821688286522225,0.08870609556867225,0,2058 W Avenue J,Lancaster,CA,93534,Existing
S0030,0.4405205049248671,0.10938638966938431,0.07079624508252587,0.11138381818525525,0.1163043079242233,0.00830499168187675,0.04807209442805362,0.030570038331060284,0.06466160977275352,2,3125 W Florida Ave,Hemet,CA,92545,Existing
S0031,0.45593095269204076,0.10300462272572422,0.07770754555753648,0.11289678903610104,0.08800097001113702,0.00628855550312096,0.038720002184503916,0.0203314907339554,0.0971190715558803,0,31564 Grape St,Lake Elsinore,CA,92532,Existing
S0032,0.44856265671377166,0.0942288805740419,0.07322688569639593,0.1157467232701644,0.09649208846901959,0.0065092854363958145,0.04000961613247332,0.02347436699522055,0.10174949671251672,0,16550 Soledad Canyon Rd,Santa Clarita,CA,91351,Existing
S0033,0.43885898472482404,0.10183725057284689,0.07985126676409697,0.11881945163265978,0.11319372632766941,0.009002928362308593,0.04080852687017655,0.028011000838420543,0.06961686390699726,2,11322 Los Alamitos Blvd,Los Alamitos,CA,90720,Existing
S0034,0.43693782315778945,0.10366943968022688,0.08252836613552632,0.109581219977518,0.11468947741148236,0.011673127372112459,0.04421267789966235,0.029053702721616847,0.06765416564406518,1,1125 Maricopa Hwy,Ojai,CA,93023,Existing
S0035,0.4642325028966695,0.10108327979368409,0.07886021935667221,0.12216066385657365,0.08796640590634391,0.007241082956149339,0.040421161451223625,0.029266201861918556,0.06876848192076523,2,81 W Foothill Blvd,Upland,CA,91786,Existing
S0036,0.4944583807607634,0.09468007800896684,0.08034179942217144,0.10070383303330004,0.09808692123302166,0.005817311515219176,0.030578391545801487,0.01588227301826349,0.07945101146249245,0,33644 Yucaipa Blvd,Yucaipa,CA,92399,Existing
S0037,0.431724572510807,0.09782224998733713,0.07704218935006295,0.10812977482196341,0.11385150310607596,0.00819292469640003,0.03982886530318701,0.020308766384195428,0.10309915383997105,0,4627 Carmel Mountain Rd,San Diego,CA,92130,Existing
S0038,0.4421593384908078,0.10795765952275661,0.08308232115653123,0.11893372419157935,0.10523583958194657,0.0075169289443992255,0.037938274586535634,0.028777371110851754,0.06839854241459181,2,5805 E Los Angeles Ave,Simi Valley,CA,93063,Existing
S0039,0.45266271314156775,0.1090189741014548,0.07402242778969148,0.13761896342393262,0.07394848480407863,0.006903286839067372,0.03552706167332096,0.047304474986261634,0.06299361324062484,2,1221 S Gaffey St,San Pedro,CA,90731,Existing
S0040,0.4341256405601843,0.09932772388513776,0.07531756620521483,0.12881853164443932,0.12269852361928334,0.008090044656465286,0.039543416944443174,0.018911309466192086,0.07316724301863992,0,4550 Atlantic Ave,Long Beach,CA,90807,Existing
S0041,0.4620203447577749,0.1058563177858393,0.08261597806071522,0.10273503064675522,0.0950757307712221,0.006838949426815354,0.04991097240058872,0.02791897489839477,0.06702770125189415,2,12801 Excelsior Dr,Santa Fe Springs,CA,90670,Existing
S0042,0.4678155796971938,0.09927238968874466,0.07971259819049105,0.11692294338326206,0.09521640115316415,0.005917222289475854,0.046700503017717776,0.028719857279992954,0.059722505299957755,2,13439 Camino Canada,El Cajon,CA,92021,Existing
S0043,0.4478228788417211,0.10278860245973924,0.081695260212588,0.10644157384814713,0.11549855851761864,0.008526126433261474,0.03762623677892521,0.025411437418908566,0.0741893254890907,1,2048 E Avenida De Los Arboles,Thousand Oaks,CA,91360,Existing
S0044,0.44388710371486384,0.10026250338435355,0.07642694200612149,0.1261288865685815,0.10511899892722011,0.005660291175859354,0.04098731508697459,0.037054680416847154,0.06447327871917832,2,7789 Foothill Blvd,Tujunga,CA,91042,Existing
S0045,0.4449034155537377,0.10293149672255716,0.08383064378698565,0.09180460026128877,0.10509883793990404,0.009316339414376108,0.03871734229081281,0.02252677030458049,0.1008705537257572,0,6351 Haven Ave,Rancho Cucamonga,CA,91737,Existing
S0046,0.42267961208160154,0.10336619462229125,0.07848757965287981,0.1081125246465446,0.11823800952181096,0.010494163619665762,0.038001909349526485,0.02859451976997213,0.09202548673570736,1,1820 Ximeno Ave,Long Beach,CA,90815,Existing
S0047,0.446383981150277,0.09666091585405942,0.08082165289768486,0.10660653590625607,0.10186055363728384,0.008446417272321342,0.038313294963720504,0.020765031341702163,0.1001416169766949,0,4200 Chino Hills Pkwy Ste 400,Chino Hills,CA,91709,Existing
S0048,0.441344862034642,0.09864763475490217,0.08173777684634861,0.10241190492710427,0.0989170133531055,0.00952763570503459,0.0384805228304727,0.02658481220859966,0.10234783733979055,0,845 College Blvd,Oceanside,CA,92057,Existing
S0049,0.4454502794084011,0.10774078455578476,0.09004714958363139,0.09431829333670771,0.11159860669927046,0.010271724440611552,0.04179801826823324,0.031046106741683094,0.06772903696567663,1,550 E 1st St,Tustin,CA,92780,Existing
S0050,0.4302517816851218,0.10480018751287641,0.08316921872215356,0.09754825793434169,0.14526271985128078,0.014890876112720003,0.03721670352109802,0.020971860472952897,0.06588839418745476,1,7 Peninsula Ctr,Rolling Hills Estates,CA,90274,Existing
S0051,0.45915595115415014,0.10519336277241911,0.08461924049689104,0.08892276692803708,0.12105970040521405,0.008387610005741881,0.038657247298189805,0.03172631303115391,0.062277807908202955,1,26022 Marguerite Pkwy,Mission Viejo,CA,92692,Existing
S0052,0.4236487301450928,0.09450746750555584,0.07279374866434021,0.10931702773844906,0.14125293852334173,0.015626181784305998,0.04229768746688569,0.024538477032000836,0.07601774114002778,1,635 Foothill Blvd,La Canada,CA,91011,Existing
S0053,0.4719315195907183,0.10131975749192582,0.07488307912602636,0.12025856968112901,0.08885532081853183,0.006512934876309612,0.046852722605908614,0.027854798297915474,0.06153129751153499,2,750 N Imperial Ave,El Centro,CA,92243,Existing
S0054,0.44489058000063963,0.1042482282743463,0.0823056195246152,0.10881777562206672,0.11462961727700245,0.00809137419036225,0.0437241756951776,0.029965938027364483,0.06332669138842525,2,2938 Tapo Canyon Rd,Simi Valley,CA,93063,Existing
S0055,0.48940475468913974,0.09578885074449763,0.08135490677614017,0.09863525133506224,0.11281949012934393,0.005786862675781528,0.037577432379255205,0.01639066637376369,0.06224178489701578,0,330 W El Norte Pkwy,Escondido,CA,92026,Existing
S0056,0.4763895458400047,0.11687237978786451,0.0863992523335724,0.0874318167126419,0.11792229812461785,0.008107468924199024,0.02715870125166615,0.022477398615693686,0.05724113840973973,1,32401 Camino Capistrano,San Juan Capistrano,CA,92675,Existing
S0057,0.4381235846584008,0.09721762862677767,0.0753291363880105,0.14744642660222515,0.10727041798622161,0.005866512662763835,0.0495360540449049,0.0177073661779553,0.06150287285274032,2,500 E Manchester Blvd,Inglewood,CA,90301,Existing
S0058,0.4646784435660601,0.10037479699045429,0.07986085139999592,0.10263571695829551,0.10038680365211142,0.008323416316027156,0.04775176963137298,0.029822831725081086,0.06616536976060136,2,1855 Cochran St,Simi Valley,CA,93065,Existing
S0059,0.42994658918824774,0.09684119949706835,0.07249781489708465,0.11743405084014741,0.12042460973751377,0.007386192790218583,0.04346697775608403,0.028615813756698086,0.08338675153693745,0,950 N 2nd St,El Cajon,CA,92021,Existing
S0060,0.4496999384321311,0.10190517106498863,0.08234743398168708,0.11462522340849503,0.10078922140897392,0.010507369163468743,0.04162341458053858,0.025869199518446177,0.07263302844127072,2,351 W Felicita Ave,Escondido,CA,92025,Existing
S0061,0.4605299278082813,0.10617556312128443,0.07365305827249016,0.11716700872030797,0.10301845046189974,0.005827276289964202,0.04936218261898851,0.029587267001926997,0.054679265704856414,2,57590 29 Palms Hys,Yucca Valley,CA,92284,Existing
S0062,0.46990688110781853,0.09887765841244808,0.07977194533615142,0.09372532384431315,0.11060673748143347,0.005799670438982716,0.04076747415701156,0.021480526235183286,0.07906378298665778,0,11800 De Palma Rd,Corona,CA,92883,Existing
